Day;Hour;Minute;InverterPVActualActivePower;ActivePowerAbsorbedFromGrid;InverterConsumerActivePowerLoad
24;18;15;0;121;0
24;18;30;0;170;771
24;18;45;0;160;970
24;19;00;0;160;954
24;19;15;0;170;287
24;19;30;0;199;939
24;19;45;0;190;700
24;20;00;0;180;494
24;20;15;0;175;447
24;20;30;0;195;964
24;20;45;0;130;695
24;21;00;0;150;530
24;21;15;0;160;944
24;21;30;0;140;351
24;21;45;0;161;965
24;22;00;0;150;511
24;22;15;0;119;370
24;22;30;0;160;954
24;22;45;0;119;205
24;23;00;0;170;750
24;23;15;0;112;445
24;23;30;0;155;465
24;23;45;0;85;10
25;00;00;0;90;0
25;00;15;0;119;280
25;00;30;0;104;130
25;00;45;0;107;25
25;01;00;0;109;385
25;01;15;0;100;200
25;01;30;0;110;339
25;01;45;0;91;81
25;02;00;0;114;800
25;02;15;0;105;570
25;02;30;0;90;130
25;02;45;0;121;880
25;03;00;0;94;160
25;03;15;0;135;821
25;03;30;0;69;0
25;03;45;0;117;639
25;04;00;0;94;400
25;04;15;0;110;490
25;04;30;0;80;101
25;04;45;0;131;894
25;05;00;0;124;905
25;05;15;0;126;970
25;05;30;0;109;930
25;05;45;0;131;950
25;06;00;0;109;945
25;06;15;0;130;970
25;06;30;0;130;965
25;06;45;0;160;955
25;07;00;0;141;605
25;07;15;0;250;965
25;07;30;0;159;284
25;07;45;0;210;811
25;08;00;0;160;721
25;08;15;0;190;593
25;08;30;0;130;396
25;08;45;0;200;985
25;09;00;0;160;595
25;09;15;0;150;450
25;09;30;0;130;390
25;09;45;0;154;956
25;10;00;0;107;35
25;10;15;0;119;569
25;10;30;12;131;630
25;10;45;0;95;5.000000001
25;11;00;7.999999998;144;915
25;11;15;0;120;500
25;11;30;12;119;300
25;11;45;6.999999998;141;955
25;12;00;12;100;24
25;12;15;8.000000002;165;0
25;12;30;12;344;0
25;12;45;8.000000002;85;0
25;13;00;23;165;795
25;13;15;7.999999998;131;386
25;13;30;11;170;935
25;13;45;7.999999998;141;715
25;14;00;12;399;355
25;14;15;8.000000002;159;950
25;14;30;0;151;175
25;14;45;0;150;420
25;15;00;0;160;955
25;15;15;0;119;875
25;15;30;0;122;415
25;15;45;0;139;960
25;16;00;0;111;225
25;16;15;0;179;890
25;16;30;0;170;830
25;16;45;0;151;570
25;17;00;0;160;975
25;17;15;0;124;350
25;17;30;0;206;64
25;17;45;0;189;0
25;18;00;0;114;0
25;18;15;0;107;12
25;18;30;0;148;749
25;18;45;0;165;915
25;19;00;0;202;985
25;19;15;0;199;950
25;19;30;0;206;911
25;19;45;0;199;470
25;20;00;0;255;958
25;20;15;0;216;652
25;20;30;0;234;479
25;20;45;0;230;930
25;21;00;0;206;409
25;21;15;0;245;621
25;21;30;0;260;890
25;21;45;0;259;1035
25;22;00;0;231;585
25;22;15;0;260;955
25;22;30;0;199;435
25;22;45;0;245;389
25;23;00;0;180;836
25;23;15;0;145;295
25;23;30;0;90;141
25;23;45;0;100;0
26;00;00;0;80;0
26;00;15;0;94;10
26;00;30;0;131;580
26;00;45;0;100;0
26;01;00;0;121;419
26;01;15;0;100;251
26;01;30;0;80;120
26;01;45;0;109;409
26;02;00;0;90;360
26;02;15;0;110;181
26;02;30;0;101;379
26;02;45;0;90;50
26;03;00;0;99;565
26;03;15;0;100;316
26;03;30;0;99;469
26;03;45;0;101;320
26;04;00;0;101;170
26;04;15;0;119;590
26;04;30;0;110;531
26;04;45;0;120;924
26;05;00;0;119;915
26;05;15;0;121;959
26;05;30;0;129;941
26;05;45;0;126;945
26;06;00;0;115;606
26;06;15;0;121;814
26;06;30;0;119;585
26;06;45;0;150;960
26;07;00;0;170;950
26;07;15;0;210;720
26;07;30;0;150;470
26;07;45;0;180;965
26;08;00;0;120;145
26;08;15;0;119;330
26;08;30;0;181;484
26;08;45;0;130;356
26;09;00;0;170;480
26;09;15;0;104;215
26;09;30;0;146;965
26;09;45;0;100;540
26;10;00;12;121;569
26;10;15;0;279;946
26;10;30;7.000000001;120;560
26;10;45;12;595;266
26;11;00;12;980;789
26;11;15;7.999999998;965;580
26;11;30;11;400;10
26;11;45;20;190;850
26;12;00;8.000000002;480;70
26;12;15;23;374;0
26;12;30;7.999999998;266;0
26;12;45;19;181;0
26;13;00;12;209;780
26;13;15;8.000000002;170;370
26;13;30;12;170;710
26;13;45;8.000000002;130;930
26;14;00;23;120;809
26;14;15;19;100;421
26;14;30;24;130;949
26;14;45;19;130;232
26;15;00;16;390;664
26;15;15;12;160;805
26;15;30;7.999999998;90;166
26;15;45;0;160;949
26;16;00;0;110;585
26;16;15;0;149;955
26;16;30;0;131;545
26;16;45;0;141;319
26;17;00;0;159;846
26;17;15;0;140;375
26;17;30;0;121;0
26;17;45;0;139;0
26;18;00;0;121;0
26;18;15;0;184;4.999999999
26;18;30;0;260;745
26;18;45;0;194;560
26;19;00;0;261;770
26;19;15;0;230;859
26;19;30;0;185;191
26;19;45;0;335;940
26;20;00;0;200;80
26;20;15;0;199;880
26;20;30;0;151;320
26;20;45;0;306;629
26;21;00;0;659;966
26;21;15;0;205;465
26;21;30;0;201;590
26;21;45;0;379;620
26;22;00;0;320;265
26;22;15;0;221;375
26;22;30;0;199;591
26;22;45;0;221;610
26;23;00;0;149;0
26;23;15;0;181;269
26;23;30;0;99;241
26;23;45;0;110;49
27;00;00;0;150;960
27;00;15;0;75;0
27;00;30;0;100;379
27;00;45;0;70;12
27;01;00;0;95;230
27;01;15;0;105;360
27;01;30;0;80;0
27;01;45;0;111;639
27;02;00;0;80;0
27;02;15;0;100;550
27;02;30;0;104;200
27;02;45;0;90;335
27;03;00;0;126;674
27;03;15;0;68;22
27;03;30;0;126;740
27;03;45;0;76;129
27;04;00;0;119;410
27;04;15;0;94;430
27;04;30;0;91;120
27;04;45;0;115;881
27;05;00;0;124;929
27;05;15;0;122;970
27;05;30;0;128;770
27;05;45;0;107;730
27;06;00;0;109;590
27;06;15;0;115;945
27;06;30;0;111;375
27;06;45;0;139;710
27;07;00;0;180;781
27;07;15;0;191;365
27;07;30;0;189;934
27;07;45;0;131;370
27;08;00;0;175;710
27;08;15;0;204;919
27;08;30;0;145;0
27;08;45;11;165;856
27;09;00;20;120;100
27;09;15;51;126;615
27;09;30;47;114;9
27;09;45;85;140;452
27;10;00;92;120;9
27;10;15;129;680;370
27;10;30;131;409;20
27;10;45;170;331;1035
27;11;00;199;640;200
27;11;15;235;255;155
27;11;30;289;155;0
27;11;45;345;195;240
27;12;00;405;116;0
27;12;15;470;104;0
27;12;30;657;105;0
27;12;45;769;110;0
27;13;00;899;101;410
27;13;15;996;119;340
27;13;30;980;85;10
27;13;45;920;126;275
27;14;00;850;85;16
27;14;15;755;109;209
27;14;30;674;70;20
27;14;45;535;100;280
27;15;00;331;85;235
27;15;15;160;114;45
27;15;30;84;97;290
27;15;45;66;100;59
27;16;00;35;99;286
27;16;15;16;124;576
27;16;30;4.000000001;80;9
27;16;45;0;126;706
27;17;00;0;95;234
27;17;15;0;95;400
27;17;30;0;90;71
27;17;45;0;80;0
27;18;00;0;89;0
27;18;15;0;176;0
27;18;30;0;320;729
27;18;45;0;185;920
27;19;00;0;191;930
27;19;15;0;174;700
27;19;30;0;200;690
27;19;45;0;240;759
27;20;00;0;511;312
27;20;15;0;599;909
27;20;30;0;285;670
27;20;45;0;260;565
27;21;00;0;194;239
27;21;15;0;216;516
27;21;30;0;226;745
27;21;45;0;219;365
27;22;00;0;215;621
27;22;15;0;120;200
27;22;30;0;180;920
27;22;45;0;130;438
27;23;00;0;126;557
27;23;15;0;100;635
27;23;30;0;80;4.000000001
27;23;45;0;94;4.999999999
28;00;00;0;120;0
28;00;15;0;89;10
28;00;30;0;112;369
28;00;45;0;99;106
28;01;00;0;161;929
28;01;15;0;119;397
28;01;30;0;140;598
28;01;45;0;110;140
28;02;00;0;94;142
28;02;15;0;126;414
28;02;30;0;100;325
28;02;45;0;100;320
28;03;00;0;100;221
28;03;15;0;120;379
28;03;30;0;90;380
28;03;45;0;100;90
28;04;00;0;110;671
28;04;15;0;101;239
28;04;30;0;94;370
28;04;45;0;135;780
28;05;00;0;130;910
28;05;15;0;120;590
28;05;30;0;120;920
28;05;45;0;100;380
28;06;00;0;131;899
28;06;15;0;109;562
28;06;30;0;130;744
28;06;45;0;120;904
28;07;00;0;119;616
28;07;15;0;121;965
28;07;30;0;129;425
28;07;45;11;182;735
28;08;00;7.999999998;234;565
28;08;15;57;175;960
28;08;30;123;120;35
28;08;45;105;100;565
28;09;00;155;126;826
28;09;15;361;80;10
28;09;30;459;85;40
28;09;45;352;109;763
28;10;00;384;80;5.000000001
28;10;15;510;80;256
28;10;30;754;95;16
28;10;45;986;95;164
28;11;00;1079;116;166
28;11;15;1097;84;9
28;11;30;1139;115;370
28;11;45;1150;115;571
28;12;00;1141;100;40
28;12;15;1119;101;0
28;12;30;1070;94;0
28;12;45;1020;85;10
28;13;00;935;120;570
28;13;15;1051;89;0
28;13;30;1024;102;15
28;13;45;945;119;264
28;14;00;850;95;221
28;14;15;761;95;10
28;14;30;688;84;240
28;14;45;566;85;0
28;15;00;356;101;350
28;15;15;185;91;9
28;15;30;70;85;219
28;15;45;65;250;291
28;16;00;53;95;0
28;16;15;31;128;360
28;16;30;19;101;20
28;16;45;12;125;501
28;17;00;0;95;0
28;17;15;0;160;779
28;17;30;0;109;71
28;17;45;0;166;0
28;18;00;0;150;0
28;18;15;0;184;0
28;18;30;0;250;769
28;18;45;0;231;560
28;19;00;0;255;940
28;19;15;0;206;360
28;19;30;0;184;440
28;19;45;0;220;780
28;20;00;0;186;10
28;20;15;0;213;665
28;20;30;0;231;485
28;20;45;0;190;50
28;21;00;0;230;925
28;21;15;0;165;145
28;21;30;0;131;209
28;21;45;0;129;861
28;22;00;0;145;40
28;22;15;0;146;411
28;22;30;0;138;569
28;22;45;0;121;305
28;23;00;0;151;415
28;23;15;0;114;750
28;23;30;0;85;0
28;23;45;0;90;0
29;00;00;0;70;10
29;00;15;0;100;426
29;00;30;0;90;173
29;00;45;0;75;10
29;01;00;0;109;482
29;01;15;0;116;428
29;01;30;0;71;0
29;01;45;0;119;682
29;02;00;0;70;20
29;02;15;0;110;439
29;02;30;0;80;25
29;02;45;0;135;745
29;03;00;0;80;191
29;03;15;0;85;0
29;03;30;0;110;728
29;03;45;0;94;126
29;04;00;0;107;435
29;04;15;0;90;0
29;04;30;0;119;840
29;04;45;0;120;931
29;05;00;0;120;929
29;05;15;0;119;949
29;05;30;0;131;966
29;05;45;0;100;236
29;06;00;0;131;939
29;06;15;0;99;649
29;06;30;0;119;625
29;06;45;0;121;936
29;07;00;0;100;181
29;07;15;0;141;848
29;07;30;0;170;106
29;07;45;0;138;176
29;08;00;0;602;649
29;08;15;0;143;190
29;08;30;33;146;670
29;08;45;51;141;350
29;09;00;84;449;269
29;09;15;115;230;656
29;09;30;121;100;100
29;09;45;180;450;1000
29;10;00;176;130;576
29;10;15;234;109;199
29;10;30;235;121;581
29;10;45;310;120;584
29;11;00;280;84;54
29;11;15;310;117;611
29;11;30;299;129;921
29;11;45;387;175;564
29;12;00;439;536;70
29;12;15;471;609;935
29;12;30;400;90;271
29;12;45;449;150;500
29;13;00;645;130;210
29;13;15;865;200;659
29;13;30;830;151;0
29;13;45;780;154;219
29;14;00;750;185;951
29;14;15;730;140;0
29;14;30;686;154;210
29;14;45;564;151;411
29;15;00;375;115;0
29;15;15;215;149;574
29;15;30;103;151;175
29;15;45;71;184;880
29;16;00;70;156;105
29;16;15;47;155;375
29;16;30;29;155;681
29;16;45;14;130;239
29;17;00;12;145;410
29;17;15;0;155;560
29;17;30;0;200;479
29;17;45;0;220;761
29;18;00;0;230;700
29;18;15;0;165;80
29;18;30;0;241;930
29;18;45;0;174;529
29;19;00;0;180;285
29;19;15;0;194;952
29;19;30;0;197;35
29;19;45;0;189;554
29;20;00;0;265;950
29;20;15;0;195;105
29;20;30;0;215;525
29;20;45;0;226;294
29;21;00;0;199;531
29;21;15;0;235;336
29;21;30;0;151;384
29;21;45;0;165;10
29;22;00;0;160;391
29;22;15;0;160;0
29;22;30;0;209;818
29;22;45;0;180;17
29;23;00;0;180;204
29;23;15;0;205;550
29;23;30;0;185;520
29;23;45;0;121;0
30;00;00;0;85;10
30;00;15;0;90;0
30;00;30;0;104;461
30;00;45;0;85;0
30;01;00;0;95;239
30;01;15;0;109;280
30;01;30;0;85;0
30;01;45;0;121;520
30;02;00;0;85;10
30;02;15;0;119;650
30;02;30;0;90;0
30;02;45;0;91;40
30;03;00;0;130;499
30;03;15;0;70;12
30;03;30;0;130;549
30;03;45;0;74;0
30;04;00;0;126;586
30;04;15;0;105;194
30;04;30;0;141;720
30;04;45;0;114;650
30;05;00;0;131;920
30;05;15;0;119;940
30;05;30;0;121;669
30;05;45;0;129;827
30;06;00;0;131;404
30;06;15;0;170;931
30;06;30;0;139;164
30;06;45;0;170;895
30;07;00;0;125;680
30;07;15;0;105;261
30;07;30;0;121;919
30;07;45;0;109;249
30;08;00;0;109;572
30;08;15;0;126;759
30;08;30;0;76;0
30;08;45;35;129;855
30;09;00;80;84;244
30;09;15;84;117;221
30;09;30;58;119;916
30;09;45;37;95;84
30;10;00;84;85;230
30;10;15;106;135;780
30;10;30;180;71;0
30;10;45;166;104;280
30;11;00;144;109;380
30;11;15;115;122;590
30;11;30;20;80;9
30;11;45;55;114;696
30;12;00;125;85;64
30;12;15;134;85;0
30;12;30;51;90;0
30;12;45;94;85;12
30;13;00;162;116;529
30;13;15;109;95;410
30;13;30;121;119;400
30;13;45;104;80;210
30;14;00;131;121;570
30;14;15;150;114;510
30;14;30;168;90;10
30;14;45;112;95;459
30;15;00;48;135;751
30;15;15;45;71;10
30;15;30;32;104;321
30;15;45;19;105;259
30;16;00;12;116;391
30;16;15;0;90;273
30;16;30;7.999999998;129;942
30;16;45;0;90;144
30;17;00;0;84;10
30;17;15;0;166;810
30;17;30;0;160;59
30;17;45;0;121;12
30;18;00;0;129;0
30;18;15;0;121;0
30;18;30;0;160;779
30;18;45;0;180;560
30;19;00;0;99;341
30;19;15;0;110;399
30;19;30;0;106;579
30;19;45;0;95;137
30;20;00;0;90;193
30;20;15;0;129;676
30;20;30;0;89;35
30;20;45;0;192;900
30;21;00;0;149;491
30;21;15;0;145;130
30;21;30;0;376;469
30;21;45;0;189;0
30;22;00;0;445;720
30;22;15;0;834;450
30;22;30;0;226;0
30;22;45;0;520;619
30;23;00;0;225;10
30;23;15;0;361;211
30;23;30;0;834;500
30;23;45;0;700;10
31;00;00;0;595;0
31;00;15;0;236;0
31;00;30;0;114;10
31;00;45;0;126;0
31;01;00;0;134;259
31;01;15;0;99;0
31;01;30;0;102;0
31;01;45;0;104;321
31;02;00;0;90;0
31;02;15;0;105;349
31;02;30;0;94;10
31;02;45;0;96;391
31;03;00;0;90;0
31;03;15;0;86;240
31;03;30;0;100;150
31;03;45;0;94;225
31;04;00;0;110;225
31;04;15;0;75;0
31;04;30;0;115;451
31;04;45;0;91;289
31;05;00;0;124;860
31;05;15;0;104;601
31;05;30;0;141;819
31;05;45;0;120;591
31;06;00;0;115;725
31;06;15;0;124;474
31;06;30;0;141;880
31;06;45;0;185;340
31;07;00;0;174;130
31;07;15;0;221;841
31;07;30;0;199;109
31;07;45;0;161;569
31;08;00;0;130;451
31;08;15;0;120;121
31;08;30;0;121;678
31;08;45;0;109;291
31;09;00;0;80;40
31;09;15;0;109;509
31;09;30;11;90;232
31;09;45;8.000000002;136;1009
31;10;00;12;109;589
31;10;15;19;122;442
31;10;30;75;84;229
31;10;45;99;105;290
31;11;00;76;100;515
31;11;15;84;85;5.000000001
31;11;30;84;100;490
31;11;45;63;96;10
31;12;00;58;80;0
31;12;15;77;85;0
31;12;30;103;99;0
31;12;45;127;81;0
31;13;00;96;119;740
31;13;15;97;94;19
31;13;30;147;117;571
31;13;45;215;89;240
31;14;00;269;90;180
31;14;15;155;100;410
31;14;30;60;100;285
31;14;45;76;84;25
31;15;00;39;126;571
31;15;15;51;90;299
31;15;30;28;90;100
31;15;45;31;95;390
31;16;00;25;109;390
31;16;15;5.999999998;86;150
31;16;30;8.000000002;115;319
31;16;45;0;95;381
31;17;00;0;100;330
31;17;15;0;340;789
31;17;30;0;140;0
31;17;45;0;119;0
31;18;00;0;141;12
31;18;15;0;114;0
31;18;30;0;156;773
31;18;45;0;130;356
31;19;00;0;161;0
31;19;15;0;189;740
31;19;30;0;180;0
31;19;45;0;240;330
31;20;00;0;165;450
31;20;15;0;145;460
31;20;30;0;100;15
31;20;45;0;160;636
31;21;00;0;130;449
31;21;15;0;130;110
31;21;30;0;109;480
31;21;45;0;117;9
31;22;00;0;99;221
31;22;15;0;155;521
31;22;30;0;151;194
31;22;45;0;189;600
31;23;00;0;130;395
31;23;15;0;135;480
31;23;30;0;136;451
31;23;45;0;104;10
